country1_code;country2_code;incident_year;country1_snt_incidents;contry2_rvd_incidents;country1_to_country2_incidents;incidents_0;positive_goldstein_mentions_0;negative_goldstein_mentions_0;golds_mean_0;golds_std_0;incidents_1;positive_goldstein_mentions_1;negative_goldstein_mentions_1;golds_mean_1;golds_std_1;incidents_2;positive_goldstein_mentions_2;negative_goldstein_mentions_2;golds_mean_2;golds_std_2;incidents_3;positive_goldstein_mentions_3;negative_goldstein_mentions_3;golds_mean_3;golds_std_3;incidents_4;positive_goldstein_mentions_4;negative_goldstein_mentions_4;golds_mean_4;golds_std_4;incidents_5;positive_goldstein_mentions_5;negative_goldstein_mentions_5;golds_mean_5;golds_std_5
IRN;AUS;2020;171;256;17;3;0,7114928909952607;0,28850710900473936;0,9528436018957345;4,0700738804843875;5;0,4885095206828628;0,5114904793171372;-0,6521996060407091;4,612691969312019;4;0,7097457627118644;0,2902542372881356;0,6663135593220338;4,243043755190396;0;0,6691176470588235;0,33088235294117646;0,37806372549019607;3,983254984362521;1;0,8004788507581804;0,19952114924181963;1,398244213791533;4,229789854874752;1;0,780440414507772;0,21955958549222798;1,0027849740932642;4,57261348217743
RUS;AUS;2020;557;256;72;19;0,7576754385964912;0,24232456140350878;1,363486842105263;4,051880399488205;18;0,7516469038208169;0,24835309617918314;0,7712779973649538;4,462067302471135;11;0,7047015319598521;0,2952984680401479;0,5194400422609615;4,268803814238956;12;0,760343087790111;0,239656912209889;0,9144298688193743;4,106248303383177;3;0,7467889908256881;0,25321100917431194;0,6311926603463082;5,020180021213064;1;0,717741935483871;0,28225806451612906;0,8888337468982631;4,5676714213102825
AUS;ISR;2020;6;175;1;1;0,6927260367097213;0,30727396329027873;0,6999999999999998;4,382463043192608;0;0,6035545883206384;0,39644541167936165;-0,9585418933623503;5,280499481024588;0;0,6752595775152166;0,3247404224847834;0,8330469029717149;4,179296994644375;0;0,7671355881472613;0,2328644118527387;1,116492068243041;4,11071272168555;0;0,7595276435856146;0,2404723564143854;1,2261943099323422;4,354712633893728;0;0,7166560306317805;0,28334396936821954;0,9544990427416452;4,09837125661572
USA;JOR;2020;36;34;2;1;0,6749231950844854;0,3250768049155146;0,11756912442396313;4,9830215269300755;1;0,6945052273279845;0,3054947726720156;0,33521760272307316;4,840112545741583;0;0,7103995181690423;0,28960048183095766;0,36090142541658304;5,074765258783963;0;0,7142713365539453;0,28572866344605474;0,46797504025764886;5,091323506326806;0;0,6949226888913258;0,3050773111086742;0,23572760183653788;5,106141948382757;0;0,6755216383307573;0,32447836166924265;0,19776854713604292;5,22337362237815
RUS;GBR;2020;557;208;62;20;0,6401559454191034;0,3598440545808967;0,5871994801819364;4,4764477752682525;12;0,6769598225710143;0,3230401774289858;1,0349910432483151;4,379245899618669;10;0,4932;0,5068;-0,19038;4,487100250228425;7;0,6849275362318841;0,31507246376811593;1,1497318840579709;4,358951135373923;2;0,6465445145594161;0,3534554854405839;0,6932182771569737;4,7034423762753566;2;0,7574566329714214;0,24254336702857857;1,83288406339698;4,49158905914299
AUS;CHN;2020;6;329;1;1;0,61436;0,38564;0,6219;4,282471715026265;0;0,6656379375235227;0,3343620624764772;1,128980052691005;4,185134927399054;0;0,6990664056617979;0,3009335943382021;1,4398358680921548;4,063895935717763;0;0,7593077370564282;0,24069226294357185;1,8568571844095405;3,9588498640435557;0;0,747178599152087;0,25282140084791305;1,675028363574033;4,171734504730984;0;0,796059889676911;0,20394011032308904;2,3921434200157603;4,005910199285797
USA;JPN;2020;36;510;10;5;0,7448824423909229;0,25511755760907706;1,05261434085858;4,840530573665114;2;0,79656;0,20344;1,484908;4,565137175544236;2;0,78304;0,21696;1,368972;4,577564686950475;0;0,774;0,226;1,20736;4,648342180864055;0;0,78128;0,21872;1,3836480000927447;4,5818305308481815;0;0,76096;0,23904;1,1842319999933242;4,805153417962442
RUS;BEL;2020;557;55;17;4;0,6465968586387435;0,35340314136125656;0,518848167539267;4,461418168746721;2;0,6777893639207507;0,3222106360792492;0,3320125130344107;5,042630280087745;3;0,8745019920318725;0,1254980079681275;2,159827357237716;3,122052347410068;1;0,7772277227722773;0,22277227722772278;1,2859971711456861;3,909818159041045;1;0,7532934131736527;0,2467065868263473;1,0807185628528366;4,263067907951619;0;0,743351886209029;0,2566481137909709;1,3120593692022267;4,373331988223753
IRN;GBR;2020;171;208;17;5;0,6289911851126346;0,3710088148873653;0,5703819784524976;4,86750245685718;4;0,5354247973581507;0,4645752026418493;0,12945061543080155;4,761130550958896;3;0,7055957478222353;0,29440425217776467;1,5706629263251144;4,66614574319915;0;0,6901363780526483;0,30986362194735173;1,1420710434506818;4,456444756254952;0;0,6982905982905983;0,3017094017094017;1,0487863247170408;4,3575041153922465;3;0,8592501536570375;0,1407498463429625;2,7747019053472646;3,593958832882603
USA;JPN;2020;36;510;10;5;0,7448824423909229;0,25511755760907706;1,05261434085858;4,840530573665114;2;0,79656;0,20344;1,484908;4,565137175544236;2;0,78304;0,21696;1,368972;4,577564686950475;0;0,774;0,226;1,20736;4,648342180864055;0;0,78128;0,21872;1,3836480000927447;4,5818305308481815;0;0,76096;0,23904;1,1842319999933242;4,805153417962442
IRN;ISR;2020;171;175;31;5;0,4363066679721923;0,5636933320278077;-1,3280035249192206;4,789537977935949;3;0,45432565168114847;0,5456743483188515;-1,5667397053267853;5,136344852607009;5;0,4282086906529967;0,5717913093470033;-1,7614238489915204;5,191838315546194;8;0,5661830557048182;0,4338169442951818;-0,39485939459072183;4,607524324240084;2;0,5272125889545956;0,47278741104540445;-0,7534028261914884;5,122024552192931;2;0,5842543385223158;0,4157456614776842;-0,13768047782476975;4,8377644757231355
RUS;CAN;2020;557;115;26;5;0,6684491978609626;0,3315508021390374;0,5975935828877005;4,207923040235348;7;0,7243386243386244;0,27566137566137566;1,0604761904761904;3,9658220770462718;1;0,7244663382594417;0,27553366174055827;0,9333990147783251;4,239157262044797;4;0,6588892540256326;0,3411107459743674;0,5386460729543213;4,620049293973479;6;0,7727272727272727;0,22727272727272727;1,6462944664738395;4,671809759390052;1;0,6994535519125683;0,3005464480874317;0,8562000840689366;4,776131459087477
USA;SAU;2020;36;95;2;1;0,7098980873935502;0,2901019126064498;0,830322490576574;4,676289158646402;1;0,6227330484001387;0,3772669515998614;0,22690885988217627;5,168768744484498;0;0,6551415918417096;0,34485840815829033;0,5060496485597042;4,800311940557812;0;0,7602606259895263;0,23973937401047377;1,3728961149677261;4,285863861337996;0;0,6979154258487195;0,30208457415128054;1,07773079265355;4,481835907332175;0;0,7327145292669066;0,2672854707330934;1,0941276756961547;4,555337412041086
IRN;GBR;2020;171;208;17;5;0,6289911851126346;0,3710088148873653;0,5703819784524976;4,86750245685718;4;0,5354247973581507;0,4645752026418493;0,12945061543080155;4,761130550958896;3;0,7055957478222353;0,29440425217776467;1,5706629263251144;4,66614574319915;0;0,6901363780526483;0,30986362194735173;1,1420710434506818;4,456444756254952;0;0,6982905982905983;0,3017094017094017;1,0487863247170408;4,3575041153922465;3;0,8592501536570375;0,1407498463429625;2,7747019053472646;3,593958832882603
PRK;POL;2020;151;68;12;1;1,0;0,0;2,194736842105263;0,85068002779852;1;0,825;0,175;1,7575000000000003;3,328354510865692;1;0,9767441860465116;0,023255813953488372;4,769767441860465;2,856207835877961;4;0,7794871794871795;0,2205128205128205;1,0374358974358973;3,247150007155164;3;0,7560975609756098;0,24390243902439024;1,0999999988369824;3,603724360495938;0;0,7941176470588235;0,20588235294117646;2,914705882352941;3,335648129360556
RUS;FIN;2020;557;39;11;4;0,7037943696450428;0,2962056303549572;0,8221542227662177;4,574431228373496;2;0,7789473684210526;0,22105263157894736;1,0966563467492263;4,051730658338839;2;0,7831414779056814;0,2168585220943186;1,3829186780542146;3,6827093839563916;0;0,7578879587894398;0,2421120412105602;1,072955569864778;4,46530909077941;3;0,667828106852497;0,3321718931475029;0,2709059233241795;5,021999938767899;0;0,6380327868852459;0,3619672131147541;0,3641967213114754;4,590143762953336
IRN;MLI;2020;171;225;15;2;0,6;0,4;1,0;2,449489742783178;1;0,875;0,125;1,2999999999999998;2,5806975801127883;6;1,0;0,0;3,75;2,6339134382131846;2;0,8620689655172413;0,13793103448275862;1,9517241379310344;3,5991972945754758;0;0,8148148148148148;0,18518518518518517;2,2617283950617284;3,4107516242435683;0;0,6;0,4;0,9999999999999998;2,4592681838303037
IRN;SGP;2020;171;95;5;1;0,8611111111111112;0,1388888888888889;1,4166666666666667;3,385426282037627;0;0,855072463768116;0,14492753623188406;1,8053140096618356;4,286414982688142;0;0,8604651162790697;0,13953488372093023;2,0816537467700256;3,657924653269609;1;0,85;0,15;2,75875;4,008450253838758;0;0,932;0,068;3,242800000667572;3,514286296142281;1;0,479020979020979;0,5209790209790209;-2,858041959375768;5,7487294118674255
RUS;FRA;2020;557;228;78;17;0,7743226041098381;0,22567739589016184;1,9382978723404256;4,715422851582672;15;0,8570187414670473;0,1429812585329527;2,7180215961275906;4,121089219068869;11;0,7961753289785098;0,2038246710214901;2,322664015904572;4,41298607607154;10;0,7943077665219489;0,20569223347805113;2,281234925229136;4,29890528019635;11;0,7697276536312849;0,23027234636871508;1,7861557262859893;4,44125278301459;3;0,8375368007850834;0,1624631992149166;2,6799362119725223;4,338714201051286
PRK;USA;2020;151;418;43;10;0,6779627030278724;0,3220372969721275;0,9946260276719471;4,713124058980009;7;0,6973367661334572;0,30266323386654287;1,1601949943021146;4,729369314327655;10;0,73312;0,26688;1,3607639999999999;4,5474247807197425;9;0,541;0,459;-0,6917840000000001;4,955444167513543;1;0,48449929808142256;0,5155007019185774;-1,078527141198739;4,959291625561919;0;0,5329125338142471;0,4670874661857529;-0,40949804628794706;4,894138727795353
RUS;GBR;2020;557;208;62;20;0,6401559454191034;0,3598440545808967;0,5871994801819364;4,4764477752682525;12;0,6769598225710143;0,3230401774289858;1,0349910432483151;4,379245899618669;10;0,4932;0,5068;-0,19038;4,487100250228425;7;0,6849275362318841;0,31507246376811593;1,1497318840579709;4,358951135373923;2;0,6465445145594161;0,3534554854405839;0,6932182771569737;4,7034423762753566;2;0,7574566329714214;0,24254336702857857;1,83288406339698;4,49158905914299
RUS;IDN;2020;557;76;12;3;0,8291666666666667;0,17083333333333334;2,637083333333334;4,391393077341429;3;0,7433628318584071;0,25663716814159293;1,6513274336283186;4,242330196313946;0;0,9287128712871288;0,07128712871287128;3,436435643564357;3,3318533433066637;3;0,8148148148148148;0,18518518518518517;1,9826210826210826;4,968766833146492;2;0,9048239895697523;0,09517601043024772;2,9222946544980437;3,767892345428416;0;0,7995310668229777;0,20046893317702227;1,73305978898007;4,873673530896078
RUS;IND;2020;557;261;47;18;0,8254931714719271;0,17450682852807284;2,063732928679818;3,7287675525967154;10;0,8614762386248737;0,1385237613751264;2,5767441860465117;3,8186182600324763;3;0,8264285714285714;0,17357142857142857;2,163928571428571;4,284997782367916;4;0,835032437442076;0,164967562557924;2,198424467099166;3,7647636253019563;4;0,8478444632290786;0,1521555367709214;2,3174978866077334;4,422507158104813;2;0,867564534231201;0,1324354657687991;2,4564534231200894;4,248288807527427
IRN;JPN;2019;171;510;49;9;0,854344122657581;0,14565587734241908;1,839863713798978;3,5052424085338956;14;0,8335832083958021;0,1664167916041979;2,2403298350824588;4,374836921773013;5;0,8264462809917356;0,17355371900826447;2,305619834710744;4,294975132950648;11;0,8794587945879458;0,12054120541205413;2,9777367772797962;3,8510165485479786;2;0,8782722513089005;0,12172774869109948;2,6808900523560206;3,6376954967641986;0;1,0;0,0;3,0989197666188066;0,5021926680703142
RUS;IRL;2020;557;49;19;3;0,5;0,5;-1,071256038647343;4,247797936726252;2;0,46317512274959083;0,5368248772504092;-1,367266775777414;4,256710373106966;2;0,6628664495114006;0,33713355048859933;0,14185667752442996;4,0806794883879975;2;0,7520833333333333;0,24791666666666667;1,3389583333333335;3,840773977763322;1;0,7772795216741405;0,2227204783258595;1,3379671150971602;4,390616375903679;1;0,6820603907637656;0,31793960923623443;0,630195381882771;4,383042301841269
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
RUS;MYS;2020;557;73;20;3;0,4820846905537459;0,5179153094462541;-2,3609120521172637;6,199624593191083;2;0,648062015503876;0,351937984496124;-0,6057364341085273;5,734766646400928;3;0,4690831556503198;0,5309168443496801;-2,4910447761194034;6,217003712060788;5;0,6493506493506493;0,35064935064935066;-0,5924675324675325;6,026393928495995;6;0,6293706293706294;0,3706293706293706;-1,0511888112555015;5,8743827517083815;0;0,6340257171117705;0,3659742828882295;-0,20860534124629085;5,171688807076611
RUS;NOR;2020;557;45;11;3;0,502906976744186;0,49709302325581395;-0,42601744186046514;4,576396769844658;3;0,6140861466821886;0,3859138533178114;0,37293364377182775;4,485600517109084;0;0,6007172743574417;0,3992827256425583;0,1918708906156605;4,471961493126099;2;0,6675824175824175;0,3324175824175824;0,7008928571428571;4,494658676739374;1;0,7288708586883029;0,2711291413116971;1,5286004057480242;4,43728594563899;0;0,7257142857142858;0,2742857142857143;1,2356825396825397;4,634928443568112
RUS;NZL;2020;557;58;16;4;0,867579908675799;0,1324200913242009;1,6452054794520545;3,336516151058068;5;0,7083333333333334;0,2916666666666667;0,6053030303030302;4,636814384407183;0;0,7753424657534247;0,22465753424657534;1,648767123287671;3,660785133695162;0;0,7833827893175074;0,2166172106824926;1,332047477744807;4,231874908836113;6;0,7839506172839507;0,21604938271604937;1,1287037037037038;3,716464475298953;0;0,7682403433476395;0,2317596566523605;1,3038626609442059;4,223379910634373
RUS;OMN;2020;557;13;5;3;0,691358024691358;0,30864197530864196;0,1530864197530864;4,313432548511257;1;0,6833333333333333;0,31666666666666665;0,8641666666666669;5,080449386837961;0;0,9204545454545454;0,07954545454545454;2,3871212121212118;2,5723443293898245;0;0,9358974358974359;0,0641025641025641;2,8051282051282054;2,6356966400622133;0;0,9498207885304659;0,05017921146953405;3,0767025087042095;3,001133935326028;0;0,8571428571428571;0,14285714285714285;2,3580952380952382;4,222452028595097
RUS;PHL;2020;557;75;8;4;0,8025889967637541;0,19741100323624594;2,0621359223300972;3,943532245401562;2;0,8844262295081967;0,11557377049180328;2,3950819672131143;3,247971686337273;0;0,7637795275590551;0,23622047244094488;1,530596175478065;4,0490507412901335;1;0,8798751950078003;0,12012480499219969;2,375455018200728;3,7679659062482966;1;0,8736;0,1264;2,1594400004577636;3,4764342192933366;0;0,8300492610837439;0,16995073891625614;1,7435960591133004;4,268350228055809
RUS;POL;2020;557;68;16;4;0,6195652173913043;0,3804347826086957;0,029584120982986753;5,164168208569694;3;0,6613080014614542;0,33869199853854587;0,465144318597004;5,261733231334767;4;0,6104792851340374;0,3895207148659626;-0,03631194151096662;5,347917050593436;0;0,618879472693032;0,381120527306968;0,01984463276836156;5,09013754807735;3;0,5725400457665903;0,4274599542334096;-0,5621967960931616;5,346373584926849;0;0,6217113665389528;0,37828863346104724;0,05936143039591316;4,88550869919966
RUS;SGP;2020;557;95;25;6;0,8444444444444444;0,15555555555555556;2,517037037037037;3,243033347797175;10;0,9107981220657277;0,0892018779342723;2,807981220657277;3,1953578652431536;3;0,9119170984455959;0,08808290155440414;2,141580310880829;3,0913415921578586;3;0,7545454545454545;0,24545454545454545;1,269090909090909;4,368320781064618;2;0,84375;0,15625;2,269444444444444;3,6440453290826222;0;0,7992277992277992;0,20077220077220076;1,835135135135135;4,121293359926283
RUS;SWE;2020;557;42;11;3;0,6972972972972973;0,3027027027027027;0,6286486486486486;4,430428057021592;4;0,6428571428571429;0,35714285714285715;0,010486322188449814;4,567833491164537;2;0,6046213093709885;0,39537869062901154;-0,2509627727856226;4,918953777153433;0;0,5606060606060606;0,4393939393939394;-1,053030303030303;5,056823913286958;1;0,5919003115264797;0,40809968847352024;-0,5519470404984425;5,196941133360348;0;0,5492742551566081;0,4507257448433919;-0,6061115355233003;5,0231664315468345
RUS;THA;2020;557;62;7;3;0,861904761904762;0,1380952380952381;1,9961904761904758;3,377204361162077;2;0,6908396946564885;0,30916030534351147;0,17213740458015275;4,050749908450858;0;0,703125;0,296875;0,967578125;4,214192398552952;1;0,7783505154639175;0,22164948453608246;1,079725085910653;4,912754414599609;1;0,8301886792452831;0,16981132075471697;2,145754716784324;3,596962935927827;0;0,8489932885906041;0,15100671140939598;1,9972035794183445;3,7010402747274953
RUS;TUR;2020;557;87;23;4;0,7360831041857623;0,2639168958142377;1,6322089825847845;5,056516595057716;2;0,7770832307919476;0,22291676920805237;2,103937589211005;4,601222870815811;1;0,8348832507833822;0,16511674921661781;2,517224300010108;4,040243766612341;3;0,8366962927376091;0,1633037072623909;2,7422852109856675;4,5590717095782765;8;0,6612;0,3388;0,6222400002243519;4,989389359436015;1;0,53612;0,46388;-0,6154599999809265;5,269933489926848
RUS;ZAF;2020;557;55;16;4;0,7538461538461538;0,24615384615384617;0,986923076923077;4,05611387454958;5;0,89171974522293;0,10828025477707007;1,9095541401273886;3,9393617679503095;1;0,9224137931034483;0,07758620689655173;2,4333333333333336;3,3447734719326;1;0,8600823045267489;0,13991769547325103;2,077366255144033;4,143856335198231;1;0,821256038647343;0,178743961352657;2,3816425120772946;4,9042770653826375;1;0,8190045248868778;0,18099547511312217;1,6217194570135745;5,098289903427931
RUS;JPN;2019;557;510;142;23;0,7827586206896552;0,21724137931034482;1,7488566243194195;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069909;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624;2;1,0;0,0;2,945610943310407;0,795554032463872
IND;BGD;2020;17;34;2;2;0,7306818181818182;0,26931818181818185;1,0629166666666667;4,504855946544369;0;0,6714959568733153;0,32850404312668463;0,6213274932614555;4,774519632971704;0;0,7064777327935222;0,2935222672064777;0,8313765182186235;4,577451261184266;0;0,7512487512487512;0,24875124875124874;1,3226107226107224;4,543625612907381;0;0,6897167644807349;0,3102832355192651;0,5732584842615939;5,018921520654974;0;0,7446638207043756;0,25533617929562435;1,3293489861259338;4,558056409420988
IND;JPN;2020;17;510;7;2;0,8148788927335641;0,185121107266436;1,855190311418685;4,4491843327465475;0;0,8109243697478992;0,18907563025210083;1,8537815126050419;4,488237005155602;4;0,8727634194831014;0,1272365805168986;2,506163021868787;3,912980105930513;0;0,8540090771558245;0,1459909228441755;2,3173978819969747;3,9423723101332073;1;0,8220532319391635;0,1779467680608365;2,250266159895255;4,073929672248531;0;0,8473520249221184;0,1526479750778816;2,278504672897196;4,07107174811831
IND;MDV;2020;17;6;2;2;0,8095238095238095;0,19047619047619047;1,3248979591836734;4,009657451796118;0;0,7566137566137566;0,24338624338624337;0,7292768959435626;4,7997233171887075;0;0,6647482014388489;0,33525179856115106;0,4284892086330935;4,6098355771594175;0;0,4810126582278481;0,5189873417721519;-0,9962025316455695;5,234904591830038;0;0,5450121654501217;0,45498783454987834;-1,4795620438536299;5,834712034710618;0;0,5870646766169154;0,4129353233830846;-0,3629353233830846;4,926610082629302
IND;PAK;2020;17;59;4;2;0,5122251539138083;0,48777484608619176;-1,0571152154793315;4,837681991595659;0;0,5416307161345988;0,4583692838654012;-0,7710166810468796;5,0761506714023374;2;0,5650894827163521;0,43491051728364793;-0,5673571953910272;5,09284979666364;0;0,5114407601318596;0,48855923986814037;-0,94586969168121;4,968613814264316;0;0,5305477131564088;0,4694522868435912;-0,5920101638458867;4,860310452870918;0;0,5896295159929431;0,41037048400705683;-0,15314106005982972;4,771423943846644
IRN;AUS;2019;171;256;17;5;0,4885095206828628;0,5114904793171372;-0,6521996060407091;4,612691969312019;4;0,7097457627118644;0,2902542372881356;0,6663135593220338;4,243043755190396;0;0,6691176470588235;0,33088235294117646;0,37806372549019607;3,983254984362521;1;0,8004788507581804;0,19952114924181963;1,398244213791533;4,229789854874752;1;0,780440414507772;0,21955958549222798;1,0027849740932642;4,57261348217743;0;1,0;0,0;2,5258155469048837;0,2542904181331222
RUS;ESP;2018;557;145;63;15;0,6840277777777778;0,3159722222222222;0,6019097222222222;4,132887639635261;8;0,7174056915949703;0,2825943084050298;0,7334215751158174;4,187757693639058;2;0,6716541978387365;0,3283458021612635;0,5548628432495042;4,552490485786393;0;0,7402777777777778;0,25972222222222224;0,7230555555555555;4,570606159316316;2;1,0;0,0;2,705007370804166;0,35575494026992865;5;1,0;0,0;2,3796306217408123;1,6509889585170068
IRN;AFG;2018;171;49;6;4;0,8230315465503976;0,17696845344960246;2,267401897922544;4,236728801381072;0;0,7696999268114174;0,2303000731885826;1,812612832398146;4,656412837311794;0;0,8140230228733742;0,1859769771266258;2,5155778142115266;4,765865334443088;1;0,7716468590831919;0,22835314091680814;1,6446802490096206;4,708735364699442;0;1,0;0,0;2,8677951633279855;0,7236875964448565;0;1,0;0,0;1,2143461764190844;0,7314144430327628
IRN;BRA;2018;171;66;3;2;0,7054263565891473;0,29457364341085274;2,190697674418604;3,4740553757187698;0;0,7228915662650602;0,27710843373493976;0,9124497991967871;5,54198701756884;1;0,9292307692307692;0,07076923076923076;3,427384615237896;3,0446959060325725;0;0,891566265060241;0,10843373493975904;3,013253012048193;3,2676774510249187;0;1,0;0,0;4,552840537440161;0,0;0;1,0;0,0;2,056128179644237;0,6268636415473003
IRN;DEU;2019;171;218;7;2;0,7915267372771894;0,20847326272281064;2,3750452079566;4,320847834100137;0;0,8327974276527331;0,16720257234726688;2,992583065380493;4,411675617292203;1;0,8602504943968359;0,13974950560316415;3,0213579433091624;4,162720891744814;0;0,8217864923747277;0,17821350762527233;2,107276688398619;4,689074051384405;1;0,9153669138327793;0,08463308616722066;3,259153669138328;3,2868744726857555;0;1,0;0,0;2,4759695052534165;0,7039085090784706
IRN;ESP;2019;171;145;4;2;0,8208092485549133;0,1791907514450867;1,8179190751445087;3,1368354611318354;0;0,8571428571428571;0,14285714285714285;2,4951020408163265;4,295861379233235;0;0,8421052631578947;0,15789473684210525;2,4269349845201234;3,9393685219601045;0;0,9273127753303965;0,07268722466960352;2,746035243761172;3,4765063819477002;0;0,9408695652173913;0,059130434782608696;2,7671304347826085;3,3173768487918;0;1,0;0,0;5,612954625929485;0,0
RUS;SGP;2017;557;95;25;3;0,7545454545454545;0,24545454545454545;1,269090909090909;4,368320781064618;2;0,84375;0,15625;2,269444444444444;3,6440453290826222;0;0,7992277992277992;0,20077220077220076;1,835135135135135;4,121293359926283;0;1,0;0,0;2,9391086094375987;0,02954517805314663;0;1,0;0,0;2,6146960101382186;1,4129894214940977;0;1,0;0,0;5,4898414021293425;1,8605638667050513
KHM;AUS;2017;14;256;1;1;0,42857142857142855;0,5714285714285714;-1,3572981366459627;4,433314678131718;0;0,6962332928311057;0,3037667071688943;0,9448359664126704;4,837929268454857;0;0,7679180887372014;0,23208191126279865;2,2944254835039817;4,531538159861025;0;1,0;0,0;2,254693055792239;0,30432794052621853;0;1,0;0,0;4,150520454607292;0,48175847434461005;0;1,0;0,0;5,152415365779995;2,1268509826656063
IRN;ARE;2017;171;39;13;6;0,6745061147695203;0,3254938852304798;0,5995296331138288;4,18538308587834;0;0,7147514262428688;0,2852485737571312;0,8904645476578307;4,080543857467335;0;0,7274862960062647;0,2725137039937353;1,195693030540329;4,250074973926928;0;1,0;0,0;2,0929344895415594;0,25330712578761805;0;1,0;0,0;2,3151445670963935;1,1845168174631118;0;1,0;0,0;4,443342995074961;2,016225687768186
RUS;CUB;2017;557;21;10;4;0,8040951853901495;0,19590481460985057;2,014388489208633;4,490960354173288;0;0,8724701968394788;0,1275298031605212;2,3089548100319996;4,087924048384214;0;0,844689378757515;0,15531062124248496;2,450450901779717;4,375222272867337;0;1,0;0,0;3,004140043342951;0,39032256443240326;0;1,0;0,0;2,7415188832834483;0,45970378433590414;0;1,0;0,0;5,656740554725077;1,8591435274617558
PRK;ISR;2018;151;175;13;3;0,7577777777777778;0,24222222222222223;1,3266666666666667;4,238532240712055;0;0,6340288924558587;0,36597110754414125;0,8258426966292133;4,296845297023831;0;0,59375;0,40625;0,7656250011920928;5,563531330518042;0;0,8083832335329342;0,19161676646706588;2,8035928143712576;4,90338868789932;0;1,0;0,0;1,7596291178596166;0,0;1;1,0;0,0;1,7573731385957023;0,44817158035142257
RUS;BRA;2016;557;66;13;6;0,7678275290215588;0,23217247097844113;1,7186567168132976;4,256068754408844;0;0,8515837104072398;0,14841628959276018;2,700542986425339;3,9652882640966896;0;1,0;0,0;1,9188967285677836;0,5575348003073487;2;1,0;0,0;1,9412057141253087;0,5771415502820051;0;1,0;0,0;5,285387482568847;2,0744252728499517;0;1,0;0,0;5,825635477937688;2,1387378796638683
IRN;FRA;2019;171;228;8;2;0,7951255539143279;0,2048744460856721;2,1736189069423926;4,132698596120714;0;0,79787085025914;0,20212914974086008;2,52272026894523;4,413787861996743;1;0,8305050908364943;0,16949490916350568;3,022459572769016;4,250525628319642;0;0,8632324145202591;0,13676758547974094;2,677586986003538;4,0035412278549085;1;0,8597933797174784;0,14020662028252162;2,751992409867172;3,6136048673600345;0;1,0;0,0;2,5343279812153323;0,7440967157082395
IRN;GRC;2020;171;21;3;2;0,7272727272727273;0,2727272727272727;-0,1999999999999999;4,626476598264139;0;0,7115384615384616;0,28846153846153844;0,45769230769230757;3,8457358747248827;0;0,8012820512820513;0,1987179487179487;1,376923076923077;4,783744458618677;0;0,6638655462184874;0,33613445378151263;-0,3588235294117649;5,3812452366147765;0;0,8810703666997026;0,11892963330029732;2,2822596614968083;3,504499790156985;0;0,7312614259597806;0,2687385740402194;0,8985374771480804;4,323782881860857
IRN;OMN;2020;171;13;2;2;0,8316970546984572;0,16830294530154277;1,8807854137447406;4,401244048305725;0;0,7391304347826086;0,2608695652173913;1,160351966873706;4,87567179427384;0;0,8631578947368421;0,1368421052631579;2,694526315789474;3,586074167319745;0;0,9394930498773508;0,06050695012264922;3,1249386753883894;3,160000073796621;0;0,9227414330218069;0,07725856697819315;3,6666666663398617;3,611919232286835;0;0,9384866630375612;0,061513336962438755;3,3797495917256395;3,4012443434322828
KHM;CHN;2017;14;329;4;2;0,8302230314064634;0,16977696859353664;2,3228493400091033;4,098453418080803;0;0,8279661016949152;0,17203389830508475;2,339802260235541;3,8521775289293916;0;0,8555320648343904;0,14446793516560957;2,5257223396086204;3,5981781403809197;0;1,0;0,0;4,6675921266501845;0,3272613162443411;0;1,0;0,0;1,5174845864673983;0,7690919940247749;0;1,0;0,0;5,667719983554311;2,8807533233361746
CHN;AUS;2018;425;256;42;5;0,7267007112894401;0,2732992887105599;1,3419387196790078;3,953109050336671;7;0,7676895164471089;0,23231048355289105;1,7169992900528515;3,9952332828287878;4;0,7637210656573009;0,2362789343426991;1,7030135390613255;4,062685186849905;0;0,824977293369664;0,17502270663033606;2,5244777475022704;3,9332822998165016;5;1,0;0,0;2,5475925506218826;1,1806734579954874;0;1,0;0,0;2,6275360758693806;1,1654587327295038
CHN;AUS;2019;425;256;42;5;0,6532760284185598;0,34672397158144025;0,766836242434874;4,32305368426382;5;0,7267007112894401;0,2732992887105599;1,3419387196790078;3,953109050336671;7;0,7676895164471089;0,23231048355289105;1,7169992900528515;3,9952332828287878;4;0,7637210656573009;0,2362789343426991;1,7030135390613255;4,062685186849905;0;0,824977293369664;0,17502270663033606;2,5244777475022704;3,9332822998165016;5;1,0;0,0;2,5475925506218826;1,1806734579954874
